54;2;Albacete;Albacete;Albacete
55;2;Albatana;Albatana;Albatana
56;2;Alborea;Alborea;Alborea
57;2;Alcadozo;Alcadozo;Alcadozo
58;2;Alcalá del Júcar;Alcalá del Júcar;Alcalá del Júcar
59;2;Alcaraz;Alcaraz;Alcaraz
60;2;Almansa;Almansa;Almansa
61;2;Alpera;Alpera;Alpera
62;2;Ayna;Ayna;Ayna
63;2;Balazote;Balazote;Balazote
64;2;El Ballestero;El Ballestero;Ballestero, El
65;2;Balsa de Ves;Balsa de Ves;Balsa de Ves
66;2;Barrax;Barrax;Barrax
67;2;Bienservida;Bienservida;Bienservida
68;2;Bogarra;Bogarra;Bogarra
69;2;Bonete;Bonete;Bonete
70;2;El Bonillo;El Bonillo;Bonillo, El
71;2;Carcelén;Carcelén;Carcelén
72;2;Casas de Juan Núñez;Casas de Juan Núñez;Casas de Juan Núñez
73;2;Casas de Lázaro;Casas de Lázaro;Casas de Lázaro
74;2;Casas de Ves;Casas de Ves;Casas de Ves
75;2;Casas-Ibáñez;Casas-Ibáñez;Casas-Ibáñez
76;2;Caudete;Caudete;Caudete
77;2;Cenizate;Cenizate;Cenizate
78;2;Chinchilla de Monte-Aragón;Chinchilla de Monte-Aragón;Chinchilla de Monte-Aragón
79;2;Corral-Rubio;Corral-Rubio;Corral-Rubio
80;2;Cotillas;Cotillas;Cotillas
81;2;Elche de la Sierra;Elche de la Sierra;Elche de la Sierra
82;2;Férez;Férez;Férez
83;2;Fuensanta;Fuensanta;Fuensanta
84;2;Fuente-Álamo;Fuente-Álamo;Fuente-Álamo
85;2;Fuentealbilla;Fuentealbilla;Fuentealbilla
86;2;La Gineta;La Gineta;Gineta, La
87;2;Golosalvo;Golosalvo;Golosalvo
88;2;Hellín;Hellín;Hellín
89;2;La Herrera;La Herrera;Herrera, La
90;2;Higueruela;Higueruela;Higueruela
91;2;Hoya-Gonzalo;Hoya-Gonzalo;Hoya-Gonzalo
92;2;Jorquera;Jorquera;Jorquera
93;2;Letur;Letur;Letur
94;2;Lezuza;Lezuza;Lezuza
95;2;Liétor;Liétor;Liétor
96;2;Madrigueras;Madrigueras;Madrigueras
97;2;Mahora;Mahora;Mahora
98;2;Masegoso;Masegoso;Masegoso
99;2;Minaya;Minaya;Minaya
100;2;Molinicos;Molinicos;Molinicos
101;2;Montalvos;Montalvos;Montalvos
102;2;Montealegre del Castillo;Montealegre del Castillo;Montealegre del Castillo
103;2;Motilleja;Motilleja;Motilleja
104;2;Munera;Munera;Munera
105;2;Navas de Jorquera;Navas de Jorquera;Navas de Jorquera
106;2;Nerpio;Nerpio;Nerpio
107;2;Ontur;Ontur;Ontur
108;2;Ossa de Montiel;Ossa de Montiel;Ossa de Montiel
109;2;Paterna del Madera;Paterna del Madera;Paterna del Madera
110;2;Peñas de San Pedro;Peñas de San Pedro;Peñas de San Pedro
111;2;Peñascosa;Peñascosa;Peñascosa
112;2;Pétrola;Pétrola;Pétrola
113;2;Povedilla;Povedilla;Povedilla
114;2;Pozo Cañada;Pozo Cañada;Pozo Cañada
115;2;Pozohondo;Pozohondo;Pozohondo
116;2;Pozo-Lorente;Pozo-Lorente;Pozo-Lorente
117;2;Pozuelo;Pozuelo;Pozuelo
118;2;La Recueja;La Recueja;Recueja, La
119;2;Riópar;Riópar;Riópar
120;2;Robledo;Robledo;Robledo
121;2;La Roda;La Roda;Roda, La
122;2;Salobre;Salobre;Salobre
123;2;San Pedro;San Pedro;San Pedro
124;2;Socovos;Socovos;Socovos
125;2;Tarazona de la Mancha;Tarazona de la Mancha;Tarazona de la Mancha
126;2;Tobarra;Tobarra;Tobarra
127;2;Valdeganga;Valdeganga;Valdeganga
128;2;Vianos;Vianos;Vianos
129;2;Villa de Ves;Villa de Ves;Villa de Ves
130;2;Villalgordo del Júcar;Villalgordo del Júcar;Villalgordo del Júcar
131;2;Villamalea;Villamalea;Villamalea
132;2;Villapalacios;Villapalacios;Villapalacios
133;2;Villarrobledo;Villarrobledo;Villarrobledo
134;2;Villatoya;Villatoya;Villatoya
135;2;Villavaliente;Villavaliente;Villavaliente
136;2;Villaverde de Guadalimar;Villaverde de Guadalimar;Villaverde de Guadalimar
137;2;Viveros;Viveros;Viveros
138;2;Yeste;Yeste;Yeste
139;3;Agost;Agost;Agost
140;3;Agres;Agres;Agres
141;3;Aigües;Aigües;Aigües
142;3;Alacant/Alicante;Alacant;Alacant/Alicante
143;3;Albatera;Albatera;Albatera
144;3;Alcalalí;Alcalalí;Alcalalí
145;3;Alcoi/Alcoy;Alcoi;Alcoi/Alcoy
146;3;Alcoleja;Alcoleja;Alcoleja
147;3;Alcosser;Alcosser;Alcosser
148;3;Alfafara;Alfafara;Alfafara
149;3;L'Alfàs del Pi;L'Alfàs del Pi;Alfàs del Pi, l'
150;3;Algorfa;Algorfa;Algorfa
151;3;Algueña;Algueña;Algueña
152;3;Almoradí;Almoradí;Almoradí
153;3;Almudaina;Almudaina;Almudaina
154;3;L'Alqueria d'Asnar;L'Alqueria d'Asnar;Alqueria d'Asnar, l'
155;3;Altea;Altea;Altea
156;3;Aspe;Aspe;Aspe
157;3;L'Atzúbia;L'Atzúbia;Atzúbia, l'
158;3;Balones;Balones;Balones
159;3;Banyeres de Mariola;Banyeres de Mariola;Banyeres de Mariola
160;3;Benasau;Benasau;Benasau
161;3;Beneixama;Beneixama;Beneixama
162;3;Benejúzar;Benejúzar;Benejúzar
163;3;Benferri;Benferri;Benferri
164;3;Beniarbeig;Beniarbeig;Beniarbeig
165;3;Beniardà;Beniardà;Beniardà
166;3;Beniarrés;Beniarrés;Beniarrés
167;3;Benidoleig;Benidoleig;Benidoleig
168;3;Benidorm;Benidorm;Benidorm
169;3;Benifallim;Benifallim;Benifallim
170;3;Benifato;Benifato;Benifato
171;3;Benigembla;Benigembla;Benigembla
172;3;Benijófar;Benijófar;Benijófar
173;3;Benilloba;Benilloba;Benilloba
174;3;Benillup;Benillup;Benillup
175;3;Benimantell;Benimantell;Benimantell
176;3;Benimarfull;Benimarfull;Benimarfull
177;3;Benimassot;Benimassot;Benimassot
178;3;Benimeli;Benimeli;Benimeli
179;3;Benissa;Benissa;Benissa
180;3;Biar;Biar;Biar
181;3;Bigastro;Bigastro;Bigastro
182;3;Bolulla;Bolulla;Bolulla
183;3;Busot;Busot;Busot
184;3;Callosa de Segura;Callosa de Segura;Callosa de Segura
185;3;Callosa d'en Sarrià;Callosa d'en Sarrià;Callosa d'en Sarrià
186;3;Calp;Calp;Calp
187;3;El Camp de Mirra/Campo de Mirra;El Camp de Mirra;Camp de Mirra, el/Campo de Mirra
188;3;El Campello;El Campello;Campello, el
189;3;Cañada;Cañada;Cañada
190;3;Castalla;Castalla;Castalla
191;3;Castell de Castells;Castell de Castells;Castell de Castells
192;3;El Castell de Guadalest;El Castell de Guadalest;Castell de Guadalest, el
193;3;Catral;Catral;Catral
194;3;Cocentaina;Cocentaina;Cocentaina
195;3;Confrides;Confrides;Confrides
196;3;Cox;Cox;Cox
197;3;Crevillent;Crevillent;Crevillent
198;3;Daya Nueva;Daya Nueva;Daya Nueva
199;3;Daya Vieja;Daya Vieja;Daya Vieja
200;3;Dénia;Dénia;Dénia
201;3;Dolores;Dolores;Dolores
202;3;Elda;Elda;Elda
203;3;Elx/Elche;Elx;Elx/Elche
204;3;Fageca;Fageca;Fageca
205;3;Famorca;Famorca;Famorca
206;3;Finestrat;Finestrat;Finestrat
207;3;El Fondó de les Neus/Hondón de las Nieves;El Fondó de les Neus;Fondó de les Neus, el/Hondón de las Nieves
208;3;Formentera del Segura;Formentera del Segura;Formentera del Segura
209;3;Gaianes;Gaianes;Gaianes
210;3;Gata de Gorgos;Gata de Gorgos;Gata de Gorgos
211;3;Gorga;Gorga;Gorga
212;3;Granja de Rocamora;Granja de Rocamora;Granja de Rocamora
213;3;Guardamar del Segura;Guardamar del Segura;Guardamar del Segura
214;3;Hondón de los Frailes;Hondón de los Frailes;Hondón de los Frailes
215;3;Ibi;Ibi;Ibi
216;3;Jacarilla;Jacarilla;Jacarilla
217;3;Llíber;Llíber;Llíber
218;3;Millena;Millena;Millena
219;3;Monforte del Cid;Monforte del Cid;Monforte del Cid
220;3;Monòver/Monóvar;Monòver;Monòver/Monóvar
221;3;Los Montesinos;Los Montesinos;Montesinos, Los
222;3;Murla;Murla;Murla
223;3;Muro de Alcoy;Muro de Alcoy;Muro de Alcoy
224;3;Mutxamel;Mutxamel;Mutxamel
225;3;Novelda;Novelda;Novelda
226;3;La Nucia;La Nucia;Nucia, la
227;3;Ondara;Ondara;Ondara
228;3;Onil;Onil;Onil
229;3;Orba;Orba;Orba
230;3;Orihuela;Orihuela;Orihuela
231;3;L'Orxa/Lorcha;L'Orxa;Orxa, l'/Lorcha
232;3;Orxeta;Orxeta;Orxeta
233;3;Parcent;Parcent;Parcent
234;3;Pedreguer;Pedreguer;Pedreguer
235;3;Pego;Pego;Pego
236;3;Penàguila;Penàguila;Penàguila
237;3;Petrer;Petrer;Petrer
238;3;Pilar de la Horadada;Pilar de la Horadada;Pilar de la Horadada
239;3;El Pinós/Pinoso;El Pinós;Pinós, el/Pinoso
240;3;Planes;Planes;Planes
241;3;El Poble Nou de Benitatxell/Benitachell;El Poble Nou de Benitatxell;Poble Nou de Benitatxell, el/Benitachell
242;3;Els Poblets;Els Poblets;Poblets, els
243;3;Polop;Polop;Polop
244;3;Quatretondeta;Quatretondeta;Quatretondeta
245;3;Rafal;Rafal;Rafal
246;3;El Ràfol d'Almúnia;El Ràfol d'Almúnia;Ràfol d'Almúnia, el
247;3;Redován;Redován;Redován
248;3;Relleu;Relleu;Relleu
249;3;Rojales;Rojales;Rojales
250;3;La Romana;La Romana;Romana, la
251;3;Sagra;Sagra;Sagra
252;3;Salinas;Salinas;Salinas
253;3;San Fulgencio;San Fulgencio;San Fulgencio
254;3;San Isidro;San Isidro;San Isidro
255;3;San Miguel de Salinas;San Miguel de Salinas;San Miguel de Salinas
256;3;Sanet y Negrals;Sanet y Negrals;Sanet y Negrals
257;3;Sant Joan d'Alacant;Sant Joan d'Alacant;Sant Joan d'Alacant
258;3;Sant Vicent del Raspeig/San Vicente del Raspeig;Sant Vicent del Raspeig;Sant Vicent del Raspeig/San Vicente del Raspeig
259;3;Santa Pola;Santa Pola;Santa Pola
260;3;Sax;Sax;Sax
261;3;Sella;Sella;Sella
262;3;Senija;Senija;Senija
263;3;Tàrbena;Tàrbena;Tàrbena
264;3;Teulada;Teulada;Teulada
265;3;Tibi;Tibi;Tibi
266;3;Tollos;Tollos;Tollos
267;3;Tormos;Tormos;Tormos
268;3;La Torre de les Maçanes/Torremanzanas;La Torre de les Maçanes;Torre de les Maçanes, la/Torremanzanas
269;3;Torrevieja;Torrevieja;Torrevieja
270;3;La Vall d'Alcalà;La Vall d'Alcalà;Vall d'Alcalà, la
271;3;La Vall de Gallinera;La Vall de Gallinera;Vall de Gallinera, la
272;3;La Vall de Laguar;La Vall de Laguar;Vall de Laguar, la
273;3;La Vall d'Ebo;La Vall d'Ebo;Vall d'Ebo, la
274;3;El Verger;El Verger;Verger, el
275;3;La Vila Joiosa/Villajoyosa;La Vila Joiosa;Vila Joiosa, la/Villajoyosa
276;3;Villena;Villena;Villena
277;3;Xàbia/Jávea;Xàbia;Xàbia/Jávea
278;3;Xaló;Xaló;Xaló
279;3;Xixona/Jijona;Xixona;Xixona/Jijona
280;4;Abla;Abla;Abla
281;4;Abrucena;Abrucena;Abrucena
282;4;Adra;Adra;Adra
283;4;Albanchez;Albanchez;Albanchez
284;4;Alboloduy;Alboloduy;Alboloduy
285;4;Albox;Albox;Albox
286;4;Alcolea;Alcolea;Alcolea
287;4;Alcóntar;Alcóntar;Alcóntar
288;4;Alcudia de Monteagud;Alcudia de Monteagud;Alcudia de Monteagud
289;4;Alhabia;Alhabia;Alhabia
290;4;Alhama de Almería;Alhama de Almería;Alhama de Almería
291;4;Alicún;Alicún;Alicún
292;4;Almería;Almería;Almería
293;4;Almócita;Almócita;Almócita
294;4;Alsodux;Alsodux;Alsodux
295;4;Antas;Antas;Antas
296;4;Arboleas;Arboleas;Arboleas
297;4;Armuña de Almanzora;Armuña de Almanzora;Armuña de Almanzora
298;4;Bacares;Bacares;Bacares
299;4;Balanegra;Balanegra;Balanegra
300;4;Bayárcal;Bayárcal;Bayárcal
301;4;Bayarque;Bayarque;Bayarque
302;4;Bédar;Bédar;Bédar
303;4;Beires;Beires;Beires
304;4;Benahadux;Benahadux;Benahadux
305;4;Benitagla;Benitagla;Benitagla
306;4;Benizalón;Benizalón;Benizalón
307;4;Bentarique;Bentarique;Bentarique
308;4;Berja;Berja;Berja
309;4;Canjáyar;Canjáyar;Canjáyar
310;4;Cantoria;Cantoria;Cantoria
311;4;Carboneras;Carboneras;Carboneras
312;4;Castro de Filabres;Castro de Filabres;Castro de Filabres
313;4;Chercos;Chercos;Chercos
314;4;Chirivel;Chirivel;Chirivel
315;4;Cóbdar;Cóbdar;Cóbdar
316;4;Cuevas del Almanzora;Cuevas del Almanzora;Cuevas del Almanzora
317;4;Dalías;Dalías;Dalías
318;4;El Ejido;El Ejido;Ejido, El
319;4;Enix;Enix;Enix
320;4;Felix;Felix;Felix
321;4;Fines;Fines;Fines
322;4;Fiñana;Fiñana;Fiñana
323;4;Fondón;Fondón;Fondón
324;4;Gádor;Gádor;Gádor
325;4;Los Gallardos;Los Gallardos;Gallardos, Los
326;4;Garrucha;Garrucha;Garrucha
327;4;Gérgal;Gérgal;Gérgal
328;4;Huécija;Huécija;Huécija
329;4;Huércal de Almería;Huércal de Almería;Huércal de Almería
330;4;Huércal-Overa;Huércal-Overa;Huércal-Overa
331;4;Íllar;Íllar;Íllar
332;4;Instinción;Instinción;Instinción
333;4;Laroya;Laroya;Laroya
334;4;Láujar de Andarax;Láujar de Andarax;Láujar de Andarax
335;4;Líjar;Líjar;Líjar
336;4;Lubrín;Lubrín;Lubrín
337;4;Lucainena de las Torres;Lucainena de las Torres;Lucainena de las Torres
338;4;Lúcar;Lúcar;Lúcar
339;4;Macael;Macael;Macael
340;4;María;María;María
341;4;Mojácar;Mojácar;Mojácar
342;4;La Mojonera;La Mojonera;Mojonera, La
343;4;Nacimiento;Nacimiento;Nacimiento
344;4;Níjar;Níjar;Níjar
345;4;Ohanes;Ohanes;Ohanes
346;4;Olula de Castro;Olula de Castro;Olula de Castro
347;4;Olula del Río;Olula del Río;Olula del Río
348;4;Oria;Oria;Oria
349;4;Padules;Padules;Padules
350;4;Partaloa;Partaloa;Partaloa
351;4;Paterna del Río;Paterna del Río;Paterna del Río
352;4;Pechina;Pechina;Pechina
353;4;Pulpí;Pulpí;Pulpí
354;4;Purchena;Purchena;Purchena
355;4;Rágol;Rágol;Rágol
356;4;Rioja;Rioja;Rioja
357;4;Roquetas de Mar;Roquetas de Mar;Roquetas de Mar
358;4;Santa Cruz de Marchena;Santa Cruz de Marchena;Santa Cruz de Marchena
359;4;Santa Fe de Mondújar;Santa Fe de Mondújar;Santa Fe de Mondújar
360;4;Senés;Senés;Senés
361;4;Serón;Serón;Serón
362;4;Sierro;Sierro;Sierro
363;4;Somontín;Somontín;Somontín
364;4;Sorbas;Sorbas;Sorbas
365;4;Suflí;Suflí;Suflí
366;4;Tabernas;Tabernas;Tabernas
367;4;Taberno;Taberno;Taberno
368;4;Tahal;Tahal;Tahal
369;4;Terque;Terque;Terque
370;4;Tíjola;Tíjola;Tíjola
371;4;Las Tres Villas;Las Tres Villas;Tres Villas, Las
372;4;Turre;Turre;Turre
373;4;Turrillas;Turrillas;Turrillas
374;4;Uleila del Campo;Uleila del Campo;Uleila del Campo
375;4;Urrácal;Urrácal;Urrácal
376;4;Velefique;Velefique;Velefique
377;4;Vélez-Blanco;Vélez-Blanco;Vélez-Blanco
378;4;Vélez-Rubio;Vélez-Rubio;Vélez-Rubio
379;4;Vera;Vera;Vera
380;4;Viator;Viator;Viator
381;4;Vícar;Vícar;Vícar
382;4;Zurgena;Zurgena;Zurgena
383;5;Adanero;Adanero;Adanero
384;5;La Adrada;La Adrada;Adrada, La
385;5;Albornos;Albornos;Albornos
386;5;Aldeanueva de Santa Cruz;Aldeanueva de Santa Cruz;Aldeanueva de Santa Cruz
387;5;Aldeaseca;Aldeaseca;Aldeaseca
388;5;La Aldehuela;La Aldehuela;Aldehuela, La
389;5;Amavida;Amavida;Amavida
390;5;El Arenal;El Arenal;Arenal, El
391;5;Arenas de San Pedro;Arenas de San Pedro;Arenas de San Pedro
392;5;Arevalillo;Arevalillo;Arevalillo
393;5;Arévalo;Arévalo;Arévalo
394;5;Aveinte;Aveinte;Aveinte
395;5;Avellaneda;Avellaneda;Avellaneda
396;5;Ávila;Ávila;Ávila
397;5;El Barco de Ávila;El Barco de Ávila;Barco de Ávila, El
398;5;El Barraco;El Barraco;Barraco, El
399;5;Barromán;Barromán;Barromán
400;5;Becedas;Becedas;Becedas
401;5;Becedillas;Becedillas;Becedillas
402;5;Bercial de Zapardiel;Bercial de Zapardiel;Bercial de Zapardiel
403;5;Las Berlanas;Las Berlanas;Berlanas, Las
404;5;Bernuy-Zapardiel;Bernuy-Zapardiel;Bernuy-Zapardiel
405;5;Berrocalejo de Aragona;Berrocalejo de Aragona;Berrocalejo de Aragona
406;5;Blascomillán;Blascomillán;Blascomillán
407;5;Blasconuño de Matacabras;Blasconuño de Matacabras;Blasconuño de Matacabras
408;5;Blascosancho;Blascosancho;Blascosancho
409;5;El Bohodón;El Bohodón;Bohodón, El
410;5;Bohoyo;Bohoyo;Bohoyo
411;5;Bonilla de la Sierra;Bonilla de la Sierra;Bonilla de la Sierra
412;5;Brabos;Brabos;Brabos
413;5;Bularros;Bularros;Bularros
414;5;Burgohondo;Burgohondo;Burgohondo
415;5;Cabezas de Alambre;Cabezas de Alambre;Cabezas de Alambre
416;5;Cabezas del Pozo;Cabezas del Pozo;Cabezas del Pozo
417;5;Cabezas del Villar;Cabezas del Villar;Cabezas del Villar
418;5;Cabizuela;Cabizuela;Cabizuela
419;5;Canales;Canales;Canales
420;5;Candeleda;Candeleda;Candeleda
421;5;Cantiveros;Cantiveros;Cantiveros
422;5;Cardeñosa;Cardeñosa;Cardeñosa
423;5;La Carrera;La Carrera;Carrera, La
424;5;Casas del Puerto;Casas del Puerto;Casas del Puerto
425;5;Casasola;Casasola;Casasola
426;5;Casavieja;Casavieja;Casavieja
427;5;Casillas;Casillas;Casillas
428;5;Castellanos de Zapardiel;Castellanos de Zapardiel;Castellanos de Zapardiel
429;5;Cebreros;Cebreros;Cebreros
430;5;Cepeda la Mora;Cepeda la Mora;Cepeda la Mora
431;5;Chamartín;Chamartín;Chamartín
432;5;Cillán;Cillán;Cillán
433;5;Cisla;Cisla;Cisla
434;5;La Colilla;La Colilla;Colilla, La
435;5;Collado de Contreras;Collado de Contreras;Collado de Contreras
436;5;Collado del Mirón;Collado del Mirón;Collado del Mirón
437;5;Constanzana;Constanzana;Constanzana
438;5;Crespos;Crespos;Crespos
439;5;Cuevas del Valle;Cuevas del Valle;Cuevas del Valle
440;5;Diego del Carpio;Diego del Carpio;Diego del Carpio
441;5;Donjimeno;Donjimeno;Donjimeno
442;5;Donvidas;Donvidas;Donvidas
443;5;Espinosa de los Caballeros;Espinosa de los Caballeros;Espinosa de los Caballeros
444;5;Flores de Ávila;Flores de Ávila;Flores de Ávila
445;5;Fontiveros;Fontiveros;Fontiveros
446;5;Fresnedilla;Fresnedilla;Fresnedilla
447;5;El Fresno;El Fresno;Fresno, El
448;5;Fuente el Saúz;Fuente el Saúz;Fuente el Saúz
449;5;Fuentes de Año;Fuentes de Año;Fuentes de Año
450;5;Gallegos de Altamiros;Gallegos de Altamiros;Gallegos de Altamiros
451;5;Gallegos de Sobrinos;Gallegos de Sobrinos;Gallegos de Sobrinos
452;5;Garganta del Villar;Garganta del Villar;Garganta del Villar
453;5;Gavilanes;Gavilanes;Gavilanes
454;5;Gemuño;Gemuño;Gemuño
455;5;Gil García;Gil García;Gil García
456;5;Gilbuena;Gilbuena;Gilbuena
457;5;Gimialcón;Gimialcón;Gimialcón
458;5;Gotarrendura;Gotarrendura;Gotarrendura
459;5;Grandes y San Martín;Grandes y San Martín;Grandes y San Martín
460;5;Guisando;Guisando;Guisando
461;5;Gutierre-Muñoz;Gutierre-Muñoz;Gutierre-Muñoz
462;5;Hernansancho;Hernansancho;Hernansancho
463;5;Herradón de Pinares;Herradón de Pinares;Herradón de Pinares
464;5;Herreros de Suso;Herreros de Suso;Herreros de Suso
465;5;Higuera de las Dueñas;Higuera de las Dueñas;Higuera de las Dueñas
466;5;La Hija de Dios;La Hija de Dios;Hija de Dios, La
467;5;La Horcajada;La Horcajada;Horcajada, La
468;5;Horcajo de las Torres;Horcajo de las Torres;Horcajo de las Torres
469;5;El Hornillo;El Hornillo;Hornillo, El
470;5;El Hoyo de Pinares;El Hoyo de Pinares;Hoyo de Pinares, El
471;5;Hoyocasero;Hoyocasero;Hoyocasero
472;5;Hoyorredondo;Hoyorredondo;Hoyorredondo
473;5;Hoyos de Miguel Muñoz;Hoyos de Miguel Muñoz;Hoyos de Miguel Muñoz
474;5;Hoyos del Collado;Hoyos del Collado;Hoyos del Collado
475;5;Hoyos del Espino;Hoyos del Espino;Hoyos del Espino
476;5;Hurtumpascual;Hurtumpascual;Hurtumpascual
477;5;Junciana;Junciana;Junciana
478;5;Langa;Langa;Langa
479;5;Lanzahíta;Lanzahíta;Lanzahíta
480;5;Los Llanos de Tormes;Los Llanos de Tormes;Llanos de Tormes, Los
481;5;El Losar del Barco;El Losar del Barco;Losar del Barco, El
482;5;Madrigal de las Altas Torres;Madrigal de las Altas Torres;Madrigal de las Altas Torres
483;5;Maello;Maello;Maello
484;5;Malpartida de Corneja;Malpartida de Corneja;Malpartida de Corneja
485;5;Mamblas;Mamblas;Mamblas
486;5;Mancera de Arriba;Mancera de Arriba;Mancera de Arriba
487;5;Manjabálago y Ortigosa de Rioalmar;Manjabálago y Ortigosa de Rioalmar;Manjabálago y Ortigosa de Rioalmar
488;5;Marlín;Marlín;Marlín
489;5;Martiherrero;Martiherrero;Martiherrero
490;5;Martínez;Martínez;Martínez
491;5;Mediana de Voltoya;Mediana de Voltoya;Mediana de Voltoya
492;5;Medinilla;Medinilla;Medinilla
493;5;Mengamuñoz;Mengamuñoz;Mengamuñoz
494;5;Mesegar de Corneja;Mesegar de Corneja;Mesegar de Corneja
495;5;Mijares;Mijares;Mijares
496;5;Mingorría;Mingorría;Mingorría
497;5;El Mirón;El Mirón;Mirón, El
498;5;Mironcillo;Mironcillo;Mironcillo
499;5;Mirueña de los Infanzones;Mirueña de los Infanzones;Mirueña de los Infanzones
500;5;Mombeltrán;Mombeltrán;Mombeltrán
501;5;Monsalupe;Monsalupe;Monsalupe
502;5;Moraleja de Matacabras;Moraleja de Matacabras;Moraleja de Matacabras
503;5;Muñana;Muñana;Muñana
504;5;Muñico;Muñico;Muñico
505;5;Muñogalindo;Muñogalindo;Muñogalindo
506;5;Muñogrande;Muñogrande;Muñogrande
507;5;Muñomer del Peco;Muñomer del Peco;Muñomer del Peco
508;5;Muñopepe;Muñopepe;Muñopepe
509;5;Muñosancho;Muñosancho;Muñosancho
510;5;Muñotello;Muñotello;Muñotello
511;5;Narrillos del Álamo;Narrillos del Álamo;Narrillos del Álamo
512;5;Narrillos del Rebollar;Narrillos del Rebollar;Narrillos del Rebollar
513;5;Narros de Saldueña;Narros de Saldueña;Narros de Saldueña
514;5;Narros del Castillo;Narros del Castillo;Narros del Castillo
515;5;Narros del Puerto;Narros del Puerto;Narros del Puerto
516;5;Nava de Arévalo;Nava de Arévalo;Nava de Arévalo
517;5;Nava del Barco;Nava del Barco;Nava del Barco
518;5;Navacepedilla de Corneja;Navacepedilla de Corneja;Navacepedilla de Corneja
519;5;Navadijos;Navadijos;Navadijos
520;5;Navaescurial;Navaescurial;Navaescurial
521;5;Navahondilla;Navahondilla;Navahondilla
522;5;Navalacruz;Navalacruz;Navalacruz
523;5;Navalmoral;Navalmoral;Navalmoral
524;5;Navalonguilla;Navalonguilla;Navalonguilla
525;5;Navalosa;Navalosa;Navalosa
526;5;Navalperal de Pinares;Navalperal de Pinares;Navalperal de Pinares
527;5;Navalperal de Tormes;Navalperal de Tormes;Navalperal de Tormes
528;5;Navaluenga;Navaluenga;Navaluenga
529;5;Navaquesera;Navaquesera;Navaquesera
530;5;Navarredonda de Gredos;Navarredonda de Gredos;Navarredonda de Gredos
531;5;Navarredondilla;Navarredondilla;Navarredondilla
532;5;Navarrevisca;Navarrevisca;Navarrevisca
533;5;Las Navas del Marqués;Las Navas del Marqués;Navas del Marqués, Las
